session_id,station_id,vehicle_type,connector_type,start_time,duration_minutes,energy_kwh,city,latitude,longitude,temperature_c,is_weekday,hour_of_day
session_38,station_21,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,106,72.37040944819451,New York,45.6537673124556,-117.27010869734697,-6.514780479424698,True,15
session_39,station_14,Kia EV6,Type 2,2025-04-25 23:10:08,69,40.330461314799166,New York,33.75961239884876,-87.12984084293785,23.9725661059465,False,23
session_40,station_50,Chevy Bolt,CCS,2025-04-25 23:10:08,18,76.14700195769078,Dallas,36.641944919953175,-77.54107525187592,29.934872622309094,True,17
session_41,station_31,Ford Mustang Mach-E,Tesla Supercharger,2025-04-25 23:10:08,71,74.31203288561447,New York,45.81853654931252,-98.37264160203094,14.031266309367457,False,19
session_42,station_13,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,80,58.04935506057443,New York,40.01424892789245,-86.55145230691082,22.220663712961574,True,12
session_43,station_34,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,92,34.52480377042362,San Francisco,34.98507580244931,-97.38809418071617,29.504870556210847,True,8
session_44,station_25,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,42,72.94282682686861,New York,34.11226452025518,-110.5373976231025,30.073770642895028,True,9
session_45,station_3,Chevy Bolt,CHAdeMO,2025-04-25 23:10:08,43,55.84235664337289,Chicago,40.59715383616841,-77.61746330644115,-0.19688124998543977,True,7
session_46,station_9,Tesla Model 3,CHAdeMO,2025-04-25 23:10:08,31,41.031018195383716,Dallas,28.611665908791892,-90.13583147408465,22.759621918334965,False,21
session_47,station_42,Audi e-tron,Tesla Supercharger,2025-04-25 23:10:08,75,31.486398599063453,Houston,44.54044194783586,-90.79464382560583,4.726334112977176,True,12
session_48,station_48,Ford Mustang Mach-E,CCS,2025-04-25 23:10:08,18,79.96761259160427,San Diego,39.34459417277422,-83.82539018886965,3.0554557846524144,False,18
session_49,station_9,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,40,47.2105413306359,Chicago,27.58175120532556,-80.57518263198774,-6.892474065301157,False,18
session_50,station_34,Audi e-tron,Tesla Supercharger,2025-04-25 23:10:08,15,12.453606366042234,Houston,32.70101200526545,-114.3489922126621,0.4197095773292965,False,23
session_51,station_37,Hyundai Kona Electric,Type 2,2025-04-25 23:10:08,21,77.88674248794368,San Antonio,33.264982565861374,-117.71890073606022,12.6309737221106,False,3
session_52,station_15,Hyundai Kona Electric,Type 2,2025-04-25 23:10:08,29,47.502565538132096,Chicago,40.74097114378259,-109.7455249921757,30.253013399675098,True,16
session_53,station_27,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,66,28.670279349832743,Dallas,33.558093758312744,-72.56586254371817,4.077794907301637,False,16
session_54,station_16,Hyundai Kona Electric,CHAdeMO,2025-04-25 23:10:08,32,60.885838966148796,Los Angeles,45.156874471474666,-104.91125859221393,6.05964686513029,True,11
session_55,station_30,Nissan Leaf,CCS,2025-04-25 23:10:08,107,51.52071498234591,Dallas,30.37855532430391,-86.62061501826965,16.298708021572004,True,17
session_56,station_47,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,116,39.608938803871,San Diego,29.84520502377508,-71.76918146454601,4.066093674994525,True,17
session_57,station_9,Ford Mustang Mach-E,Tesla Supercharger,2025-04-25 23:10:08,90,17.45569885906601,San Antonio,39.96154653149798,-92.03347994766773,1.909793072183506,False,16
session_58,station_40,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,40,14.720079246934201,Dallas,28.823132914855183,-98.1809547109861,7.750894918691735,True,9
session_59,station_44,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,23,62.54678208779638,Dallas,40.544173725147196,-111.38030027023466,-7.326972399812964,True,17
session_60,station_13,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,27,42.76680997394826,San Diego,26.737791677283493,-109.40204448053669,2.0348018510663106,True,17
session_61,station_8,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,60,23.719438335877616,New York,26.76259726133901,-86.43248168059986,20.398385141915387,True,23
session_62,station_15,Hyundai Kona Electric,Type 2,2025-04-25 23:10:08,114,67.43954292428037,Dallas,42.446795363706514,-119.35069138010765,28.50366217386795,True,17
session_63,station_31,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,108,38.46322572585879,Los Angeles,45.47989998258855,-112.53088270738307,20.102950767121087,True,19
session_64,station_11,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,41,73.99554690012478,San Antonio,43.09976821273901,-79.86136818635971,7.876994284912691,True,15
session_65,station_35,Audi e-tron,Tesla Supercharger,2025-04-25 23:10:08,45,35.944423645692964,Houston,33.86579694177112,-112.34871700776145,21.75382330416391,True,19
session_66,station_8,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,23,12.70045184405592,San Antonio,31.408757189659617,-93.08393683871302,-6.9731682003012905,False,21
session_67,station_46,Ford Mustang Mach-E,Tesla Supercharger,2025-04-25 23:10:08,49,25.040781229633694,Phoenix,38.577027657158936,-110.63310655072297,32.962876255151606,True,14
session_68,station_50,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,15,40.714167323226285,San Francisco,44.78778064301632,-120.95814289116431,-3.069858393455239,True,12
session_69,station_35,Tesla Model 3,CHAdeMO,2025-04-25 23:10:08,78,38.54918001714125,New York,36.430794524996664,-112.17796501196985,-4.070356018526675,False,18
session_70,station_22,Tesla Model 3,Type 2,2025-04-25 23:10:08,102,12.784881793811927,San Francisco,43.618834604388745,-70.64868863125963,32.516897400713056,True,20
session_71,station_42,Chevy Bolt,CHAdeMO,2025-04-25 23:10:08,39,33.43822227324216,Chicago,31.976224251351983,-120.58501204527592,18.27290699691961,True,23
session_72,station_49,Kia EV6,CCS,2025-04-25 23:10:08,67,56.45194998350946,Philadelphia,35.922005883737214,-105.64019272185641,12.009541653740662,False,0
session_73,station_47,Tesla Model Y,Tesla Supercharger,2025-04-25 23:10:08,41,59.46623978161471,Dallas,39.075190690435775,-111.22984794268724,15.96821375353339,True,8
session_74,station_41,Audi e-tron,Type 2,2025-04-25 23:10:08,66,48.85908038680254,Houston,47.9607677518037,-75.57140274689121,-4.051296601372158,False,21
session_75,station_15,Rivian R1T,CHAdeMO,2025-04-25 23:10:08,27,52.656831350930126,San Francisco,44.31393903635208,-120.41276354903565,14.453255860962042,False,20
session_76,station_43,Tesla Model 3,CHAdeMO,2025-04-25 23:10:08,106,40.2904444127877,Los Angeles,40.20303818674957,-81.71277638931228,14.06482686050986,False,14
session_77,station_13,Tesla Model 3,CCS,2025-04-25 23:10:08,58,73.73440144008157,San Antonio,29.736633558170578,-115.85395526502843,30.912082139705007,False,8
session_78,station_18,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,119,76.96010409131418,Houston,44.56135838104993,-94.26779111759666,22.310926143699774,False,1
session_79,station_15,Nissan Leaf,Type 2,2025-04-25 23:10:08,64,49.935314846840285,Houston,32.66264696370815,-98.03675516674346,30.637843638573877,True,10
session_80,station_36,Audi e-tron,CCS,2025-04-25 23:10:08,26,76.28879985488217,San Antonio,46.77619904499309,-103.8652381672978,-9.478642382260762,True,8
session_81,station_36,Rivian R1T,Tesla Supercharger,2025-04-25 23:10:08,98,27.51853711440064,Dallas,25.886820313048357,-82.37192615150866,19.85206087119273,False,2
session_82,station_15,Nissan Leaf,CCS,2025-04-25 23:10:08,110,60.152650599150235,Chicago,25.112760113689017,-102.91598758840786,25.983638970409096,False,19
session_83,station_4,Tesla Model 3,Type 2,2025-04-25 23:10:08,50,49.46520628884101,San Diego,25.51358584376319,-77.02392094261077,-8.30578196446674,False,19
session_84,station_13,Kia EV6,Tesla Supercharger,2025-04-25 23:10:08,41,25.29511063648538,San Francisco,25.627395678853752,-122.68062740114777,12.119200077526518,False,18
session_85,station_40,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,44,59.84958347762296,Philadelphia,46.67018132171532,-120.89431316906278,30.1059413261625,False,23
session_86,station_19,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,57,33.332973531413145,Houston,30.25257571989256,-80.82781841302418,3.655952011992012,False,13
session_87,station_39,Tesla Model 3,CCS,2025-04-25 23:10:08,73,38.66256002738834,Houston,47.26288782114512,-87.40468908857093,8.918894441410291,False,20
session_88,station_45,Tesla Model Y,CHAdeMO,2025-04-25 23:10:08,108,77.18513831747883,Los Angeles,34.669411193241054,-93.82612601377554,1.1685390229074066,True,20
session_89,station_27,Tesla Model 3,Type 2,2025-04-25 23:10:08,26,23.48684097268295,Chicago,39.5464655965383,-119.4055266486603,15.604712017308355,False,21
session_90,station_29,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,36,66.17509642574339,Philadelphia,31.91727053831859,-86.38945372152665,1.1235048678679345,False,1
session_91,station_10,Ford Mustang Mach-E,CCS,2025-04-25 23:10:08,44,61.34191821041523,Dallas,34.3186462427111,-74.9761382980092,0.4244662506622241,False,14
session_92,station_47,Kia EV6,Tesla Supercharger,2025-04-25 23:10:08,85,17.032182261273444,Phoenix,31.222741608840455,-73.25169439859755,-9.307505340191833,False,1
session_93,station_29,Kia EV6,CCS,2025-04-25 23:10:08,29,43.58099351382034,San Antonio,47.90475279757965,-121.86870484150866,32.68159675385965,True,14
session_94,station_39,Tesla Model 3,Tesla Supercharger,2025-04-25 23:10:08,120,13.398617924417175,Chicago,29.56639859096016,-96.98736292461194,22.79679328256165,True,12
session_95,station_2,Ford Mustang Mach-E,Type 2,2025-04-25 23:10:08,21,51.43282817046675,Los Angeles,47.243017703268876,-97.7802865763288,4.199116657159058,False,13
session_96,station_44,Rivian R1T,CHAdeMO,2025-04-25 23:10:08,82,55.53015428675938,New York,27.82859301665213,-90.41375045747694,0.33961040596407166,False,8
session_97,station_23,Nissan Leaf,CCS,2025-04-25 23:10:08,22,49.5649084780837,Philadelphia,46.77611024014825,-117.42961565610372,-3.384408210124585,True,12
session_98,station_8,Tesla Model Y,Tesla Supercharger,2025-04-25 23:10:08,101,37.54239762132704,Dallas,40.85125328481288,-85.8827906685648,6.6115892325016645,False,21
session_99,station_36,Nissan Leaf,CCS,2025-04-25 23:10:08,50,68.29253545831084,Los Angeles,35.99295449004762,-108.79914234826033,-7.379763407036302,True,17
session_100,station_8,Tesla Model Y,Type 2,2025-04-25 23:10:08,72,22.254696413854674,Chicago,33.54320670691283,-92.74892662234745,-2.3552124744845226,True,2
session_101,station_48,Hyundai Kona Electric,CCS,2025-04-25 23:10:08,37,68.13861564911798,Philadelphia,39.91028835321845,-81.55007933160971,1.9889255812022615,True,17
session_102,station_14,Rivian R1T,Tesla Supercharger,2025-04-25 23:10:08,23,42.32787848589341,Dallas,40.36881911498429,-81.45576854482236,-3.436149699891806,True,4
session_103,station_22,Kia EV6,Tesla Supercharger,2025-04-25 23:10:08,118,17.862896864316703,Philadelphia,34.7885083846617,-82.68816071957596,6.24016961609129,True,4
session_104,station_31,Audi e-tron,CCS,2025-04-25 23:10:08,32,70.37318520782247,Philadelphia,42.46301172354799,-81.8094492870542,-9.687519176641231,True,14
session_105,station_39,Tesla Model Y,Tesla Supercharger,2025-04-25 23:10:08,106,39.63760224208309,San Francisco,31.04652663768299,-72.79376543509554,31.096909939299138,False,15
session_106,station_31,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,88,68.5157045410763,Chicago,25.61218731296508,-89.79937547841739,-9.329505753009977,True,7
session_107,station_23,Rivian R1T,Tesla Supercharger,2025-04-25 23:10:08,103,14.162545048544228,San Francisco,38.96361255164664,-73.21106996752536,8.343786344477316,True,12
session_108,station_10,Chevy Bolt,Type 2,2025-04-25 23:10:08,92,33.03928774364516,San Antonio,25.11018357568948,-77.20726853100925,33.888217841883026,True,8
session_109,station_45,Audi e-tron,Tesla Supercharger,2025-04-25 23:10:08,56,60.897904984135295,Los Angeles,35.741904030851074,-114.35373522767519,19.42989212647085,True,8
session_110,station_32,Nissan Leaf,CHAdeMO,2025-04-25 23:10:08,120,23.903148187554898,Los Angeles,27.077541968155682,-86.36024651644574,4.76802931502311,True,22
session_111,station_48,Volkswagen ID.4,Tesla Supercharger,2025-04-25 23:10:08,87,60.848784847637056,San Diego,33.03792836937147,-88.67443404938777,-4.655549519134333,False,13
session_112,station_4,Ford Mustang Mach-E,CCS,2025-04-25 23:10:08,91,27.541627939667766,Phoenix,34.05236859292103,-73.57233098116255,26.255640992221828,True,13
session_113,station_40,Kia EV6,Type 2,2025-04-25 23:10:08,97,56.581818599540874,Dallas,45.410719066688756,-101.05181155748356,33.01201559077306,True,21
session_114,station_32,Tesla Model Y,Tesla Supercharger,2025-04-25 23:10:08,28,66.25673999470392,Los Angeles,44.9488033220437,-95.87067250144382,3.511057688869265,False,11
session_115,station_3,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,29,39.498279139649526,San Francisco,26.114658766488834,-96.86260126948551,17.078661008804534,True,1
session_116,station_2,Chevy Bolt,CHAdeMO,2025-04-25 23:10:08,22,79.32254096500334,San Antonio,31.710330071165032,-113.5613816488461,6.594296553667661,False,18
session_117,station_40,Chevy Bolt,Type 2,2025-04-25 23:10:08,69,10.762481578593455,Dallas,40.45814008478058,-85.87854752060687,3.9171861825632135,True,15
session_118,station_2,Volkswagen ID.4,Tesla Supercharger,2025-04-25 23:10:08,80,14.888111240297036,New York,31.758065457308128,-94.7614711725941,-5.751911199473711,True,23
session_119,station_19,Nissan Leaf,CHAdeMO,2025-04-25 23:10:08,53,58.113039823551524,Dallas,29.975103187065756,-70.01042657450091,27.038836586840247,True,16
session_120,station_18,Hyundai Kona Electric,Type 2,2025-04-25 23:10:08,63,41.18662923184549,Chicago,39.62320441430142,-100.92415039011146,13.199179157106439,True,17
session_121,station_49,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,98,16.898151923366694,San Francisco,37.32275201938418,-122.2751908139015,-3.5603525096975783,True,22
session_122,station_21,Kia EV6,Type 2,2025-04-25 23:10:08,67,33.72954872812051,San Diego,35.366552919659064,-124.30667012398577,15.459814043748445,True,7
session_123,station_5,Tesla Model 3,CCS,2025-04-25 23:10:08,16,70.31096066417979,Chicago,31.893484165834437,-109.77635205437419,25.587399311339226,True,23
session_124,station_10,Kia EV6,CCS,2025-04-25 23:10:08,50,73.93248648827333,Houston,41.136637145898845,-105.92382287142789,9.085273172342383,False,14
session_125,station_2,Nissan Leaf,Tesla Supercharger,2025-04-25 23:10:08,54,10.393388291698184,Houston,32.65644872615189,-118.10141296495961,30.699457571130438,True,5
session_126,station_18,Audi e-tron,Tesla Supercharger,2025-04-25 23:10:08,74,23.27663787056457,Chicago,46.65069556004856,-96.45980307313573,31.97021925293098,True,0
session_127,station_30,Chevy Bolt,Tesla Supercharger,2025-04-25 23:10:08,23,42.78486250312623,San Antonio,33.75002654448973,-96.18465878668104,-6.103767826697912,False,1
session_128,station_1,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,45,10.56289601725414,Phoenix,38.38084171704618,-121.02997752189893,-0.14026853510312698,True,13
session_129,station_48,Tesla Model Y,Type 2,2025-04-25 23:10:08,36,67.8415091540891,Philadelphia,34.402134745755916,-74.43993083326473,24.136810528965,True,5
session_130,station_37,Audi e-tron,Tesla Supercharger,2025-04-25 23:10:08,70,14.697407985320513,Chicago,43.4428942956408,-87.28272244807887,14.213777556455138,True,18
session_131,station_17,Rivian R1T,Tesla Supercharger,2025-04-25 23:10:08,38,64.22823812751132,San Antonio,44.522241261646414,-124.49056833998236,21.09928286547843,True,9
session_132,station_50,Audi e-tron,CCS,2025-04-25 23:10:08,24,32.13162633027189,New York,40.90928291765431,-85.49588555245404,17.204948717105744,True,23
session_133,station_33,Kia EV6,Tesla Supercharger,2025-04-25 23:10:08,93,19.603620722726383,Dallas,43.23076765233766,-109.79445350810981,13.66758133501338,True,18
session_134,station_33,Chevy Bolt,Type 2,2025-04-25 23:10:08,57,25.717396619369794,Houston,45.46850403203826,-78.97778220727544,30.779898825540116,True,17
session_135,station_23,Chevy Bolt,CCS,2025-04-25 23:10:08,52,24.82444226841946,Dallas,45.661526898811005,-124.58286137922885,28.572682710365818,False,11
session_136,station_22,Nissan Leaf,Type 2,2025-04-25 23:10:08,22,78.47873997394463,Chicago,46.222404634247496,-89.2604832100059,30.753186105735395,True,13
session_137,station_31,Chevy Bolt,Tesla Supercharger,2025-04-25 23:10:08,112,10.71670544393564,San Antonio,25.396465598863358,-88.37450182259548,33.45548743158368,False,7
session_138,station_6,Ford Mustang Mach-E,CHAdeMO,2025-04-25 23:10:08,83,64.24330222008658,Philadelphia,45.32681781411368,-101.09503651423864,12.604551564257168,True,18
session_139,station_8,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,99,14.369244655854349,Phoenix,25.419575294085757,-100.57854459672622,-9.791736142249608,True,21
session_140,station_45,Hyundai Kona Electric,CHAdeMO,2025-04-25 23:10:08,58,44.689201849917644,San Francisco,30.426771483550144,-102.06913023579628,-5.6160186121864735,True,11
session_141,station_27,Audi e-tron,CCS,2025-04-25 23:10:08,75,34.47152285319396,Dallas,38.57926568411345,-83.73535426763732,23.035650473151655,False,14
session_142,station_28,Chevy Bolt,Tesla Supercharger,2025-04-25 23:10:08,109,34.395582661047186,Phoenix,36.41193297013896,-82.53104729368465,34.925663916203085,True,5
session_143,station_15,Hyundai Kona Electric,Tesla Supercharger,2025-04-25 23:10:08,120,70.11883727201992,Phoenix,43.507548083258925,-97.3084291400574,9.39323312418113,False,20
session_144,station_23,Ford Mustang Mach-E,Tesla Supercharger,2025-04-25 23:10:08,79,57.511536157955284,Los Angeles,47.85639172585579,-72.48974730044483,8.072151139904076,True,5
session_145,station_22,Volkswagen ID.4,CHAdeMO,2025-04-25 23:10:08,46,47.321161872476644,Houston,41.53318995801196,-121.4775551448947,14.162303450017767,True,19
session_146,station_16,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,54,39.662192795004316,Philadelphia,35.429081610945204,-107.67782125791307,15.68078595339379,False,13
session_147,station_48,Chevy Bolt,Type 2,2025-04-25 23:10:08,18,17.129430578431787,Phoenix,35.95353914340237,-72.77296514991369,4.645857307500984,False,0
session_148,station_38,Ford Mustang Mach-E,Tesla Supercharger,2025-04-25 23:10:08,89,75.9315596664987,Phoenix,36.02703028458118,-114.95173734533506,34.0752405943374,False,14
session_149,station_7,Kia EV6,Type 2,2025-04-25 23:10:08,32,63.404079115045505,San Diego,26.592759992492628,-94.67786220470603,15.001550112953229,True,14
session_150,station_50,Kia EV6,CCS,2025-04-25 23:10:08,96,60.089248805112916,Los Angeles,29.27876936857483,-113.51181029104116,7.655273420033957,True,11
session_151,station_33,Tesla Model 3,CHAdeMO,2025-04-25 23:10:08,46,73.51408589497532,Los Angeles,46.81292080503451,-74.7475228552151,20.686717477048358,True,12
session_152,station_8,Audi e-tron,Tesla Supercharger,2025-04-25 23:10:08,17,77.28566590374791,Philadelphia,27.609693468440998,-96.87036028823928,0.5022695437195406,True,3
session_153,station_13,Tesla Model Y,Tesla Supercharger,2025-04-25 23:10:08,113,46.7361115687265,Phoenix,31.857760807571644,-75.55307110376961,33.14445272372226,False,23
session_154,station_46,Kia EV6,Type 2,2025-04-25 23:10:08,81,54.220754702752586,Dallas,41.781975998282675,-123.98655029662383,27.32999147047476,True,15
session_155,station_27,Ford Mustang Mach-E,Type 2,2025-04-25 23:10:08,119,32.41444774216782,Chicago,34.907858427875894,-107.21161844847002,5.5164231303498426,False,21
session_156,station_3,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,43,55.67341451611959,San Diego,32.545111081692156,-108.89247850011569,6.43051750084976,False,8
session_157,station_23,Chevy Bolt,Type 2,2025-04-25 23:10:08,38,77.23401184197301,Dallas,39.34706201908046,-98.02843330852298,-0.37145202963440127,True,16
session_158,station_48,Audi e-tron,CHAdeMO,2025-04-25 23:10:08,111,23.26033610236017,Houston,47.106487370708,-107.56961338133264,24.292640325705044,False,3
session_159,station_49,Tesla Model Y,CCS,2025-04-25 23:10:08,57,56.124356906027174,Dallas,34.26818090102134,-86.97671755123525,29.768478577468194,True,5
session_160,station_42,Tesla Model 3,CHAdeMO,2025-04-25 23:10:08,115,59.711641845904126,San Diego,37.847754148447365,-114.02711695670581,27.46805897944361,True,9
session_161,station_48,Audi e-tron,Type 2,2025-04-25 23:10:08,112,28.907992834169143,San Diego,39.13808989425289,-78.07028725205402,-1.567907005838519,False,10
session_162,station_19,Kia EV6,CCS,2025-04-25 23:10:08,81,31.008950707712827,Houston,37.840169939330465,-104.78994931186735,9.728040230341929,True,4
session_163,station_22,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,55,57.4944540435455,San Antonio,26.63658367246463,-120.53448285126017,-1.8751732306680342,False,8
session_164,station_14,Hyundai Kona Electric,CHAdeMO,2025-04-25 23:10:08,33,79.31625781929787,Dallas,47.20095367074195,-122.89353379301933,17.959586202058198,False,16
session_165,station_7,Volkswagen ID.4,Type 2,2025-04-25 23:10:08,80,11.099495210546552,Chicago,29.026365812747883,-99.08207209403588,16.753655510896138,True,16
session_166,station_27,Ford Mustang Mach-E,Type 2,2025-04-25 23:10:08,19,38.72850455892116,Chicago,27.201894006601687,-88.0107924327053,7.9053630357008196,True,7
session_167,station_18,Rivian R1T,Tesla Supercharger,2025-04-25 23:10:08,103,60.05132796975041,Philadelphia,33.75332856203992,-90.51476199856617,24.374105264274846,True,15
session_168,station_44,Tesla Model Y,CHAdeMO,2025-04-25 23:10:08,39,32.594982897843245,San Francisco,32.7705608747946,-98.885563122051,3.071604870206631,False,4
